0,44544,18560,55680,29696,14848,40832,33408,37120,48256,22272,520,1160,1040,400,920,280,800,680,1280,25984,560,1200,24128,440,1080,27840,46400,50112,16704,35264,53824,38976,31552,12992,840,57536,320,720,1240,600,51968,480,360,1000,880,240,42688,760,0.09883
1,55680,40832,33408,22272,48256,18560,51968,44544,520,29696,1160,37120,35264,1040,400,920,280,800,680,1280,25984,1200,560,440,1080,24128,53824,42688,31552,50112,16704,38976,27840,840,46400,57536,320,720,14848,12992,1240,600,480,1000,360,880,240,760,0.158504
2,18560,55680,29696,51968,44544,22272,25984,38976,1160,520,37120,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,27840,53824,24128,16704,35264,50112,46400,42688,31552,320,840,57536,720,14848,12992,600,1240,480,48256,360,1000,880,240,760,40832,0.096743
3,37120,48256,44544,22272,18560,55680,14848,40832,520,33408,1160,35264,1040,400,280,920,800,29696,680,1280,25984,1200,560,1080,440,16704,320,53824,24128,27840,46400,12992,38976,840,31552,57536,720,1240,51968,600,50112,480,360,1000,240,880,42688,760,0.151054
4,22272,55680,48256,25984,44544,18560,29696,51968,520,40832,38976,37120,1160,35264,1040,400,33408,280,920,800,680,1280,560,1200,440,1080,24128,27840,46400,53824,16704,320,42688,31552,840,50112,57536,720,14848,12992,1240,600,480,1000,360,880,240,760,0.100469
5,25984,44544,40832,29696,55680,51968,22272,48256,520,1160,38976,37120,1040,400,33408,920,280,800,27840,680,1280,1200,560,440,1080,24128,50112,16704,35264,46400,53824,12992,42688,840,31552,18560,320,57536,720,14848,600,1240,480,1000,360,240,880,760,0.161529
6,29696,51968,40832,18560,44544,22272,48256,55680,1160,25984,520,37120,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,27840,53824,35264,46400,38976,50112,16704,31552,840,24128,57536,320,720,14848,12992,600,1240,480,1000,360,880,240,42688,760,0.102077
7,22272,48256,18560,44544,40832,29696,55680,51968,1160,25984,520,37120,1040,400,33408,920,280,800,27840,680,1280,1200,560,440,1080,24128,53824,16704,320,42688,31552,38976,35264,46400,50112,840,57536,720,14848,12992,1240,600,480,1000,360,880,240,760,0.167522
8,44544,22272,18560,48256,51968,40832,29696,55680,520,33408,38976,37120,1160,1040,400,920,280,800,680,1280,25984,560,1200,24128,440,1080,27840,53824,42688,31552,35264,46400,16704,320,840,12992,57536,720,14848,1240,600,50112,480,360,1000,880,240,760,0.100176
9,25984,44544,29696,51968,18560,14848,55680,22272,520,1160,37120,1040,400,33408,920,280,800,680,1280,1200,560,440,1080,12992,53824,42688,31552,35264,46400,38976,27840,840,24128,57536,16704,320,720,600,1240,50112,480,48256,1000,360,240,880,760,40832,0.168393
10,40832,29696,18560,55680,22272,48256,51968,44544,1160,25984,520,37120,35264,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,24128,27840,53824,38976,12992,42688,31552,50112,840,16704,57536,320,720,14848,600,1240,480,360,1000,46400,880,240,760,0.102318
11,51968,18560,14848,55680,22272,48256,37120,40832,29696,25984,520,1160,1040,400,33408,280,920,800,680,1280,560,1200,24128,440,1080,27840,46400,35264,53824,50112,16704,38976,31552,840,320,57536,720,12992,1240,600,480,360,1000,880,44544,240,42688,760,0.159466
12,44544,18560,55680,22272,48256,37120,51968,29696,520,1160,38976,1040,400,33408,920,280,800,680,1280,25984,1200,560,440,1080,42688,31552,24128,16704,320,53824,12992,35264,46400,27840,840,57536,720,14848,1240,600,50112,480,360,1000,880,240,760,40832,0.100246
13,29696,25984,44544,18560,55680,22272,48256,40832,520,51968,37120,1160,1040,400,33408,920,280,31552,800,680,1280,560,1200,440,1080,38976,35264,46400,27840,53824,24128,50112,16704,840,320,57536,720,14848,12992,600,1240,480,1000,360,880,240,42688,760,0.165689
14,40832,55680,29696,18560,44544,51968,14848,37120,1160,48256,520,35264,1040,400,33408,920,280,800,680,1280,25984,1200,560,440,1080,22272,24128,42688,31552,53824,27840,38976,46400,16704,840,320,57536,720,12992,600,1240,50112,480,1000,360,880,240,760,0.102361
