0,44544,29696,18560,14848,55680,37120,48256,40832,22272,520,1160,35264,1040,400,33408,280,920,800,680,1280,25984,560,1200,24128,440,1080,38976,42688,31552,27840,46400,50112,16704,12992,840,53824,57536,320,720,600,1240,51968,480,1000,360,880,240,760,0.097753
1,40832,14848,33408,55680,29696,44544,22272,37120,520,48256,1160,1040,400,280,920,800,27840,680,1280,25984,1200,560,24128,1080,440,38976,31552,12992,53824,16704,320,18560,35264,840,46400,57536,720,1240,51968,600,50112,480,1000,360,240,880,42688,760,0.357342
2,22272,18560,48256,55680,40832,29696,51968,14848,1160,25984,520,37120,35264,1040,400,33408,280,920,800,680,1280,560,1200,24128,440,1080,27840,46400,42688,31552,38976,12992,53824,50112,840,16704,57536,320,720,1240,600,480,360,1000,880,240,44544,760,0.098022
3,37120,48256,55680,22272,25984,44544,40832,29696,520,18560,1160,38976,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,24128,16704,50112,42688,31552,35264,46400,27840,840,12992,57536,320,720,14848,53824,1240,51968,600,480,1000,360,880,240,760,0.349268
4,37120,48256,25984,44544,18560,22272,55680,29696,520,51968,1160,35264,1040,400,33408,920,280,800,680,1280,560,1200,1080,440,27840,16704,53824,320,46400,24128,38976,31552,840,50112,57536,720,14848,12992,1240,600,480,1000,360,880,240,42688,760,40832,0.100694
5,22272,48256,14848,55680,40832,33408,29696,51968,18560,37120,1160,520,1040,400,280,920,800,680,1280,25984,560,1200,440,1080,27840,53824,38976,35264,46400,42688,31552,12992,840,24128,57536,16704,320,720,600,1240,50112,480,1000,360,880,240,44544,760,0.357053
6,55680,25984,44544,18560,48256,14848,22272,37120,520,29696,1160,1040,400,33408,280,920,800,27840,680,1280,1200,560,440,1080,38976,31552,24128,42688,35264,46400,16704,53824,320,12992,840,57536,720,1240,600,51968,50112,480,1000,360,880,240,760,40832,0.104153
7,18560,55680,29696,44544,22272,48256,37120,14848,520,51968,1160,35264,1040,400,33408,920,280,31552,800,680,1280,25984,560,1200,440,1080,27840,53824,38976,50112,16704,12992,24128,320,840,42688,57536,720,600,1240,480,360,1000,46400,880,240,760,40832,0.354436
8,29696,51968,18560,44544,48256,22272,55680,40832,520,25984,37120,1160,1040,400,33408,920,280,800,27840,680,1280,1200,560,440,1080,42688,31552,38976,35264,46400,16704,53824,320,840,24128,57536,720,14848,12992,600,1240,50112,480,360,1000,880,240,760,0.101031
9,40832,33408,29696,51968,22272,48256,37120,55680,1160,14848,520,1040,400,280,920,800,680,1280,25984,560,1200,440,1080,35264,46400,38976,31552,24128,27840,16704,53824,840,320,18560,57536,720,12992,600,1240,50112,480,1000,360,880,44544,240,42688,760,0.357484
10,40832,29696,44544,22272,51968,18560,25984,33408,520,1160,37120,1040,400,920,280,800,680,1280,560,1200,440,1080,27840,46400,42688,31552,12992,53824,35264,38976,840,24128,57536,16704,320,55680,720,14848,600,1240,50112,480,48256,1000,360,880,240,760,0.103551
11,40832,37120,33408,48256,29696,51968,44544,18560,1160,55680,520,1040,400,920,280,31552,800,680,1280,25984,1200,560,24128,1080,440,22272,35264,46400,12992,53824,38976,16704,320,27840,840,50112,57536,720,14848,600,1240,480,360,1000,240,880,42688,760,0.356239
12,29696,51968,40832,33408,55680,25984,18560,44544,1160,520,37120,1040,400,920,280,800,680,1280,560,1200,440,1080,22272,24128,35264,46400,27840,53824,38976,31552,12992,840,16704,57536,320,720,14848,600,1240,50112,480,48256,1000,360,240,880,42688,760,0.09737
13,51968,18560,22272,48256,29696,55680,44544,25984,520,1160,37120,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,42688,31552,27840,53824,38976,24128,12992,35264,46400,16704,840,320,57536,720,14848,600,1240,50112,480,360,1000,880,240,760,40832,0.356969
14,51968,18560,25984,44544,22272,48256,55680,40832,520,29696,1160,37120,1040,400,33408,280,920,800,27840,680,1280,1200,560,24128,440,1080,35264,46400,50112,16704,12992,53824,38976,31552,840,320,57536,720,14848,1240,600,480,1000,360,240,880,42688,760,0.103638
15,22272,48256,55680,40832,29696,14848,51968,33408,1160,25984,520,37120,1040,400,280,920,800,27840,680,1280,1200,560,440,1080,24128,12992,42688,31552,53824,38976,35264,46400,840,16704,18560,320,57536,720,1240,600,50112,480,1000,360,880,240,44544,760,0.355745
