0,55680,37120,48256,29696,51968,40832,33408,14848,1160,22272,520,1040,400,280,920,800,680,1280,25984,560,1200,1080,440,27840,46400,35264,12992,53824,38976,31552,16704,320,24128,840,18560,57536,720,1240,600,50112,480,360,1000,240,880,44544,42688,760,0.089266
1,29696,37120,48256,18560,55680,14848,40832,25984,44544,520,1160,1040,400,33408,280,920,800,27840,680,1280,1200,560,1080,22272,440,38976,12992,31552,53824,16704,320,35264,46400,840,24128,57536,720,600,1240,51968,50112,480,360,1000,240,880,42688,760,0.779371
2,29696,51968,18560,55680,44544,22272,25984,48256,1160,520,37120,35264,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,38976,27840,46400,31552,16704,53824,320,24128,42688,12992,840,57536,720,14848,600,1240,50112,480,360,1000,880,240,760,40832,0.087678
3,37120,48256,44544,18560,22272,25984,55680,40832,520,29696,38976,1160,1040,400,33408,920,280,31552,800,680,1280,1200,560,440,1080,12992,53824,50112,16704,24128,27840,320,35264,46400,42688,840,57536,720,14848,1240,600,51968,480,1000,360,240,880,760,0.776688
4,55680,18560,51968,37120,48256,14848,25984,44544,520,29696,1160,1040,400,33408,280,920,800,680,1280,1200,560,1080,440,22272,38976,31552,35264,46400,24128,16704,53824,320,12992,27840,840,57536,720,1240,600,50112,480,360,1000,240,880,42688,760,40832,0.089332
5,14848,55680,18560,25984,44544,29696,22272,40832,520,48256,1160,37120,35264,1040,400,33408,280,920,800,680,1280,1200,560,440,1080,38976,31552,42688,12992,53824,27840,16704,320,840,24128,57536,720,1240,600,51968,50112,480,360,1000,46400,880,240,760,0.784872
6,37120,48256,51968,18560,25984,44544,29696,55680,520,40832,1160,35264,1040,400,33408,920,280,800,680,1280,560,1200,440,1080,22272,42688,31552,27840,53824,24128,50112,16704,38976,840,46400,57536,320,720,14848,12992,600,1240,480,1000,360,880,240,760,0.092263
7,29696,44544,18560,14848,55680,51968,40832,33408,1160,22272,520,37120,35264,1040,400,280,920,31552,800,680,1280,25984,560,1200,440,1080,38976,50112,16704,27840,46400,12992,53824,24128,840,320,57536,720,600,1240,480,48256,360,1000,880,240,42688,760,0.783388
8,40832,29696,37120,48256,14848,55680,25984,44544,520,33408,1160,35264,1040,400,280,920,800,680,1280,1200,560,1080,22272,440,16704,320,53824,50112,38976,31552,27840,18560,840,24128,57536,720,12992,1240,600,51968,480,1000,360,46400,240,880,42688,760,0.089824
9,44544,18560,14848,55680,51968,22272,48256,37120,29696,520,1160,35264,1040,400,33408,280,920,800,680,1280,25984,560,1200,440,1080,27840,53824,24128,16704,320,38976,31552,46400,50112,840,57536,720,12992,1240,600,480,360,1000,880,240,42688,760,40832,0.78459
10,44544,18560,37120,48256,22272,25984,14848,55680,520,40832,1160,1040,400,33408,920,280,31552,800,29696,680,1280,560,1200,440,1080,35264,46400,27840,53824,12992,24128,50112,16704,840,38976,57536,320,720,1240,600,51968,480,1000,360,240,880,42688,760,0.092166
11,55680,22272,48256,29696,51968,37120,44544,18560,1160,40832,520,1040,400,33408,920,280,800,27840,680,1280,25984,1200,560,440,1080,35264,46400,24128,12992,53824,42688,31552,38976,840,50112,57536,16704,320,720,14848,600,1240,480,1000,360,240,880,760,0.783333
